generation,best,mean
0,-20.0,-90.3,17.461672
1,-30.0,-83.1,18.85179
2,-30.0,-73.3,19.547634
3,-30.0,-65.3,19.465611
4,-30.0,-61.3,15.469648
5,-30.0,-53.2,16.726028
6,-30.0,-45.5,16.874537
7,-20.0,-40.2,17.203488
8,-20.0,-33.3,13.71532
9,-20.0,-35.8,18.285513
10,-20.0,-32.1,12.107436
11,-20.0,-35.0,17.748239
12,0.0,-32.2,16.945796
13,0.0,-29.5,16.992645
14,0.0,-30.0,19.183326
15,-10.0,-26.0,14.96663
