generation,best,mean,std
0,56.773463,1.925769,14.35191
1,56.773463,18.317235,17.868552
2,56.773463,32.660336,14.329473
3,74.757777,52.840967,5.277295
4,74.757777,57.852522,4.271038
5,74.785392,59.471899,6.296088
6,74.785392,66.845369,8.745204
7,74.785392,74.762195,0.010124
8,74.785392,74.774898,0.013404
9,74.785392,74.785392,3e-06
10,74.785392,74.785392,3e-06
