generation,best,mean,std
0,91.84704,11.513878,32.653315
1,91.84704,21.468837,36.214648
2,91.84704,44.976755,43.716824
3,91.84704,63.443382,38.695069
4,91.84704,80.326006,28.61738
5,91.84704,87.624698,18.22004
6,91.84704,88.155755,17.439678
7,91.84704,88.316516,15.368262
8,91.84704,81.773268,25.292791
9,91.84704,89.382701,10.311077
10,91.84704,90.171006,7.729446
