generation,best,mean,std
0,91.84704,11.513878,32.653315
1,91.772379,46.765349,41.431706
2,91.772379,91.771948,0.001167
3,91.772379,91.772379,4e-06
4,92.53704,91.794965,0.117658
5,92.53704,91.876604,0.213297
6,92.53704,92.026709,0.288298
7,92.770654,92.397712,0.19819
8,92.770654,92.541712,0.032706
9,92.770654,92.560401,0.070084
10,92.770654,92.602452,0.104893
