generation,best,mean,std
0,56.773463,1.925769,14.35191
1,56.773463,10.790186,15.757387
2,39.182889,18.048153,10.57141
3,39.185869,19.953736,9.419679
4,39.185869,23.630118,8.629476
5,39.185869,24.64559,12.558722
6,47.773463,24.79014,13.21164
7,47.773463,26.333064,14.985029
8,47.773463,37.175519,6.952648
9,47.773463,38.419073,3.549257
10,47.773463,36.649957,9.691539
