generation,best,mean
0,-30.419974,-87.504026,22.467361
1,-23.660509,-72.805135,28.515099
2,-23.660509,-61.770223,29.913821
3,-23.660509,-59.9604,29.005221
4,-22.421272,-48.471864,26.662999
5,-22.421272,-31.450302,7.73536
6,-22.421272,-31.188144,13.106988
7,-20.412527,-30.827748,19.862987
8,-15.523334,-25.557324,11.29614
9,-20.412527,-26.090281,10.467727
10,-20.412527,-31.382306,23.078021
