generation,best,mean,std
0,56.773463,1.925769,14.35191
1,56.773463,17.69043,14.601255
2,56.877507,32.275401,14.773655
3,65.773463,54.905034,3.977066
4,84.611736,58.44967,4.734303
5,84.611736,64.297247,8.581634
6,84.611736,71.801711,8.787605
7,84.611736,82.713268,5.349424
8,84.611736,84.611736,2e-06
9,84.611736,84.611736,2e-06
10,84.611736,84.611736,2e-06
