generation,best,mean,std
0,56.773463,1.925769,14.35191
1,56.773463,20.99662,12.020458
2,56.773463,33.602494,11.975015
3,74.773463,46.227191,9.92143
4,74.773463,56.50485,6.609148
5,87.011736,59.178229,6.701057
6,87.011736,61.762994,8.837347
7,87.011736,73.262275,9.943333
8,87.011736,81.381317,6.098774
9,87.011736,87.011736,4e-06
10,87.011736,87.011736,4e-06
