generation,best,mean,std
0,57.16227,-0.106978,12.472013
1,57.16227,6.746597,13.959674
2,57.225448,24.899866,8.598009
3,57.266659,37.081577,16.019441
4,66.091917,57.190411,1.806248
5,66.091917,57.801352,2.097987
6,66.091917,58.227269,2.626124
7,66.091917,60.621571,4.105558
8,66.091917,66.091917,4e-06
9,66.091917,66.091917,4e-06
10,66.091917,66.091917,4e-06
