generation,best,mean,std
0,91.84704,11.513878,32.653315
1,91.84704,25.992072,39.371732
2,93.127,44.063913,43.27621
3,93.127,73.931989,32.55861
4,92.527,85.34939,17.700426
5,91.84704,86.197286,17.671864
6,91.84704,82.542049,23.124242
7,91.84704,90.781544,2.228103
8,92.13704,90.067395,12.297001
9,92.13704,86.705565,20.735144
10,91.84704,90.119815,11.150194
