generation,best,mean,std
0,91.84704,11.513878,32.653315
1,91.84704,59.031129,35.502601
2,91.84704,91.832108,0.029865
3,91.84704,91.84704,3e-06
4,91.84704,91.84704,3e-06
5,91.972379,91.849547,0.017547
6,91.972379,91.854561,0.029766
7,91.972379,91.864588,0.043491
8,91.972379,91.902189,0.062216
9,91.972379,91.972379,1e-06
10,91.972379,91.972379,1e-06
