generation,best,mean
0,-20.0,-90.3,17.461672
1,-20.0,-81.9,19.271482
2,-20.0,-77.7,15.738806
3,-20.0,-74.0,17.492856
4,-20.0,-66.3,18.902645
5,-20.0,-62.8,22.408927
6,-20.0,-64.2,21.174513
7,-20.0,-51.7,22.138428
8,-10.0,-42.2,20.078845
9,-10.0,-37.4,20.180188
10,0.0,-36.9,21.479991
11,0.0,-29.8,19.645865
12,0.0,-31.6,23.354657
13,0.0,-27.3,24.035599
14,0.0,-27.6,28.639832
15,0.0,-22.7,26.677893
