generation,best,mean
0,-8.297812,-83.956381,28.084648
1,-8.297812,-81.725432,25.333372
2,-8.297812,-66.140902,25.656544
3,18.326879,-52.765462,28.9645
4,18.326879,-46.951642,27.914704
5,18.326879,-39.266011,24.187631
6,18.326879,-32.203122,21.526035
7,18.326879,-29.913204,22.097602
8,18.326879,-25.493119,20.041793
9,18.326879,-27.046113,21.614578
10,18.326879,-31.735237,26.395329
