generation,best,mean,std
0,57.16227,-0.106978,12.472013
1,21.752976,-0.993094,8.868464
2,21.752976,5.378153,11.332826
3,21.752976,10.037688,9.760802
4,21.752976,12.755356,8.440013
5,57.225448,16.16703,9.457637
6,57.225448,19.109715,8.461966
7,57.225448,22.802826,10.172245
8,57.225448,25.999873,13.202722
9,57.225448,25.993077,13.090515
10,57.225448,22.239184,14.318847
