generation,best,mean,std
0,57.16227,-0.106978,12.472013
1,75.075744,18.619486,14.714169
2,75.075744,35.371591,18.069102
3,75.075744,55.887975,15.335353
4,75.075744,73.079612,5.031143
5,75.075744,75.075744,3e-06
6,75.075744,75.075744,3e-06
7,75.075744,75.075744,3e-06
8,75.075744,75.075744,3e-06
9,75.075744,75.075744,3e-06
10,75.075744,75.075744,3e-06
