generation,best,mean,std
0,57.16227,-0.106978,12.472013
1,66.253797,8.368903,16.734778
2,66.253797,26.014383,11.799984
3,66.253797,37.550313,18.5492
4,66.253797,59.037417,3.5727
5,75.091917,63.333094,4.46823
6,75.091917,66.332704,1.253585
7,75.091917,66.601568,1.733319
8,75.091917,67.137737,2.651393
9,75.091917,68.199207,3.660615
10,75.091917,72.088044,4.185179
