generation,best,mean,std
0,91.84704,11.513878,32.653315
1,91.84704,56.660961,33.922132
2,92.13704,91.802071,0.058739
3,92.13704,91.858294,0.086563
4,92.727729,91.905254,0.154588
5,92.727729,92.009868,0.203754
6,92.727729,92.219736,0.204962
7,92.727729,92.337874,0.279815
8,92.727729,92.680474,0.16025
9,92.727729,92.727729,4e-06
10,92.727729,92.727729,4e-06
