generation,best,mean
0,-30.419974,-87.504026,22.467361
1,-30.419974,-76.631392,28.515237
2,-30.419974,-52.089612,26.625019
3,-30.419974,-43.053916,20.628398
4,-26.336602,-41.267905,19.797215
5,-22.583426,-33.431008,8.93437
6,-26.336602,-38.98023,22.018095
7,-26.336602,-36.939351,16.209019
8,-28.388951,-31.899362,8.498484
9,-28.388951,-33.937693,14.191164
10,-28.388951,-37.836484,19.192821
