generation,best,mean
0,0.0,-80.9,32.529832
1,0.0,-60.9,40.127173
2,0.0,-40.6,36.737447
3,0.0,-29.3,32.718649
4,0.0,-24.9,32.295356
5,0.0,-17.8,29.379585
6,0.0,-14.4,27.615937
7,0.0,-13.2,25.956887
8,0.0,-11.4,26.38257
9,0.0,-11.2,26.010767
10,0.0,-6.9,20.624985
11,0.0,-7.7,24.529778
12,0.0,-9.2,25.364542
13,0.0,-8.6,24.698988
14,0.0,-12.3,29.012239
15,0.0,-9.9,24.758635
