generation,best,mean,std
0,91.84704,11.513878,32.653315
1,91.772379,27.58249,35.103343
2,91.772379,51.808041,39.130358
3,91.772379,66.555658,33.424302
4,91.772379,78.351414,24.045746
5,91.84704,84.0319,22.436812
6,91.84704,85.809865,18.331328
7,91.84704,83.320337,24.68435
8,91.772379,89.754135,13.656361
9,91.772379,89.050423,8.217617
10,92.082547,90.580579,5.944848
