generation,best,mean,std
0,56.773463,1.925769,14.35191
1,56.773463,16.792475,18.245985
2,75.213103,35.930507,17.377806
3,75.213103,58.333006,8.114186
4,75.213103,65.50545,8.900578
5,75.213103,74.970147,0.166666
6,75.213103,75.077333,0.173423
7,75.213103,75.213103,2e-06
8,75.213103,75.213103,2e-06
9,75.213103,75.213103,2e-06
10,75.213103,75.213103,2e-06
