generation,best,mean,std
0,57.16227,-0.106978,12.472013
1,57.16227,6.796322,19.34008
2,57.16227,20.805524,22.914324
3,57.16227,31.39534,23.544615
4,57.16227,45.823455,17.822341
5,57.16227,54.523107,7.934791
6,57.16227,57.16227,2e-06
7,57.16227,57.16227,2e-06
8,57.16227,57.16227,2e-06
9,57.16227,57.16227,2e-06
10,57.16227,57.16227,2e-06
