generation,best,mean
0,-8.297812,-83.956381,28.084648
1,14.650481,-66.491537,35.100899
2,18.326879,-51.33004,36.788828
3,18.326879,-37.236349,35.317182
4,18.326879,-21.418218,29.975058
5,18.326879,-19.031934,35.79921
6,18.544541,-2.24802,25.65159
7,18.326879,7.162655,26.79888
8,18.326879,14.024087,16.512208
9,18.326879,13.261402,23.156137
10,18.326879,17.234828,7.379865
