generation,best,mean
0,-20.0,-90.3,17.461672
1,-20.0,-81.6,18.315021
2,-20.0,-75.5,18.459415
3,-20.0,-69.0,19.467922
4,-20.0,-65.1,21.977033
5,-20.0,-59.8,23.193965
6,-20.0,-60.3,23.851834
7,-10.0,-52.5,22.776084
8,-10.0,-41.9,18.476742
9,0.0,-38.7,23.565016
10,0.0,-42.5,30.27788
11,0.0,-38.2,28.438706
12,0.0,-33.2,25.918333
13,0.0,-28.6,26.684078
14,0.0,-25.3,23.809872
15,0.0,-20.1,18.411681
