generation,best,mean,std
0,91.84704,11.513878,32.653315
1,91.84704,28.453376,39.200066
2,91.84704,38.609403,41.789957
3,91.84704,41.159151,42.283773
4,91.84704,53.490467,43.964992
5,92.13704,76.499837,30.907601
6,92.13704,81.401995,26.685516
7,92.13704,90.409912,5.045139
8,92.13704,89.884964,10.35318
9,92.13704,89.824218,13.671014
10,92.13704,89.602594,13.671698
