generation,best,mean,std
0,56.773463,1.925769,14.35191
1,21.931096,6.103659,11.679607
2,30.174,8.652822,11.354122
3,86.19141,16.877389,17.687986
4,86.19141,23.912459,22.209724
5,84.19141,37.422179,27.831492
6,86.99141,42.355255,28.352674
7,86.99141,51.683433,32.462783
8,86.99141,59.595088,31.1161
9,86.99141,72.112802,25.904235
10,86.99141,81.384227,18.563045
