generation,best,mean,std
0,57.16227,-0.106978,12.472013
1,57.16227,16.714273,17.673271
2,66.094638,49.167437,14.121415
3,57.16227,57.16227,2e-06
4,57.732142,57.173667,0.079782
5,57.732142,57.232613,0.184971
6,57.752976,57.387073,0.272252
7,57.752976,57.734642,0.00677
8,57.752976,57.738809,0.009719
9,66.716796,57.931002,1.255123
10,66.716796,58.828634,2.912897
