generation,best,mean,std
0,57.16227,-0.106978,12.472013
1,30.289573,1.439732,11.368716
2,57.16227,3.523092,14.523833
3,30.289573,9.370215,14.572397
4,30.330119,19.517259,12.611532
5,30.289573,24.477856,9.81344
6,30.289573,25.776582,7.075927
7,30.289573,26.934925,9.359736
8,30.289573,28.889648,4.747376
9,30.289573,29.578322,4.97876
10,30.289573,29.407083,5.094433
