generation,best,mean
0,-30.419974,-87.504026,22.467361
1,-30.419974,-82.837562,20.503993
2,-30.419974,-76.30289,21.793297
3,-30.419974,-56.249152,17.806505
4,-22.421272,-56.289376,23.521696
5,-22.421272,-50.074129,22.702143
6,-22.421272,-37.851645,15.700839
7,-22.421272,-33.858358,14.957059
8,-22.421272,-33.170962,16.755772
9,-20.335017,-28.390941,4.020164
10,-20.335017,-31.518552,16.101743
