generation,best,mean,std
0,91.84704,11.513878,32.653315
1,91.84704,27.494298,40.456854
2,91.84704,60.053724,39.100697
3,91.84704,74.518182,31.46176
4,91.84704,84.710701,24.146402
5,91.84704,88.262127,17.399606
6,91.93704,85.819456,22.531833
7,91.93704,84.859076,23.22713
8,91.93704,81.649779,28.145458
9,91.93704,79.102877,30.007615
10,91.93704,87.156359,13.662076
