generation,best,mean,std
0,91.84704,11.513878,32.653315
1,91.84704,68.896898,28.184258
2,91.772379,91.772379,4e-06
3,92.770654,91.796344,0.141974
4,92.770654,91.854675,0.233993
5,92.770654,92.094508,0.376109
6,92.770654,92.641383,0.205103
7,92.770654,92.746642,0.03668
8,92.770654,92.770654,2e-06
9,92.770654,92.770654,2e-06
10,92.770654,92.770654,2e-06
