generation,best,mean
0,-20.0,-90.3,17.461672
1,-30.0,-86.1,17.314445
2,-30.0,-81.5,19.25487
3,-20.0,-76.0,20.248457
4,-20.0,-67.9,19.610966
5,-20.0,-60.5,21.788759
6,-20.0,-58.0,24.698178
7,-10.0,-51.4,26.758924
8,-10.0,-38.6,24.41393
9,-10.0,-36.0,23.065125
10,-10.0,-35.6,25.973833
11,-10.0,-29.4,22.707708
12,-10.0,-31.4,28.810415
13,-10.0,-18.6,19.545844
14,-10.0,-23.3,25.770332
15,-10.0,-22.3,25.917369
