generation,best,mean,std
0,91.84704,11.513878,32.653315
1,91.84704,57.035904,34.820163
2,92.727,91.809772,0.135061
3,91.876036,91.835464,0.028272
4,91.93704,91.84942,0.013159
5,91.93704,91.8518,0.018302
6,92.53704,91.88,0.100445
7,92.53704,92.006826,0.207101
8,92.572379,92.295401,0.274907
9,92.53704,92.53704,3e-06
10,92.53704,92.53704,3e-06
