generation,best,mean
0,-20.0,-90.3,17.461672
1,-20.0,-81.6,19.376274
2,-30.0,-77.8,19.056757
3,-30.0,-69.5,17.684739
4,-30.0,-62.0,19.131126
5,-20.0,-54.5,21.277923
6,-20.0,-44.9,23.129851
7,-10.0,-35.6,19.713954
8,-10.0,-30.1,18.082865
9,-10.0,-25.4,17.34474
10,-10.0,-25.9,22.719815
11,-10.0,-20.7,16.926606
12,-10.0,-22.3,21.947893
13,-10.0,-22.5,20.850659
14,-10.0,-14.0,10.29563
15,-10.0,-17.4,20.862406
