generation,best,mean,std
0,56.773463,1.925769,14.35191
1,65.767552,6.712557,15.056508
2,65.767552,22.469165,19.232115
3,65.767552,25.862352,17.663794
4,65.767552,29.82699,15.772092
5,65.767552,29.955516,15.023212
6,65.767552,28.34594,17.064265
7,74.767552,32.568946,21.532591
8,65.877507,43.128523,21.278055
9,65.877507,49.534714,17.167322
10,74.729012,57.907627,13.883538
