generation,best,mean,std
0,91.84704,11.513878,32.653315
1,91.772379,22.610095,32.653482
2,92.327,36.272532,34.223358
3,92.327,60.691957,34.920697
4,92.327,71.798983,30.55888
5,92.327,77.91474,29.991889
6,92.531096,84.129166,23.646497
7,92.58272,85.366714,23.382093
8,92.531096,87.671985,16.137929
9,92.927,90.172598,9.249013
10,92.927,91.716682,4.881734
