generation,best,mean
0,-30.419974,-87.504026,22.467361
1,-30.419974,-73.320639,28.590497
2,-30.419974,-56.585886,26.334973
3,-30.335017,-47.986653,25.626537
4,-30.419974,-35.749289,15.337872
5,-30.419974,-35.549291,14.900858
6,-30.419974,-30.898627,1.894565
7,-30.419974,-33.042227,12.871547
8,-30.335017,-32.663763,8.903678
9,-30.335017,-32.5543,8.167363
10,-30.335017,-32.742849,11.405748
