generation,best,mean
0,-30.419974,-87.504026,22.467361
1,-30.419974,-78.332424,26.533873
2,-30.419974,-67.78951,30.355043
3,-20.419974,-51.299684,28.070133
4,-30.419974,-37.762435,15.146238
5,-25.505103,-44.438469,24.774611
6,-30.419974,-38.589667,16.667754
7,-30.419974,-43.020017,24.042938
8,-30.419974,-39.476531,16.577889
9,-30.419974,-36.657916,14.803351
10,-30.419974,-39.729643,22.493846
