generation,best,mean,std
0,56.773463,1.925769,14.35191
1,56.773463,20.605884,14.346601
2,56.773463,29.210164,14.254124
3,56.773463,44.182265,14.509932
4,56.773463,56.773463,2e-06
5,56.773463,56.773463,2e-06
6,65.775442,56.953503,1.260277
7,65.775442,56.953503,1.260277
8,65.775442,56.953503,1.260277
9,65.775442,58.393819,3.458447
10,65.775442,60.734334,4.468464
