generation,best,mean
0,-20.0,-90.3,17.461672
1,-20.0,-85.5,21.136461
2,-20.0,-80.3,20.072618
3,-20.0,-72.4,22.231509
4,-10.0,-64.6,25.977683
5,-10.0,-56.6,30.470313
6,-10.0,-49.6,28.737432
7,-10.0,-44.6,28.369702
8,-10.0,-38.9,24.935717
9,0.0,-36.6,26.23814
10,0.0,-28.0,18.973666
11,0.0,-30.0,25.690465
12,0.0,-25.7,20.892822
13,0.0,-24.7,23.556528
14,0.0,-26.8,29.895819
15,0.0,-22.2,27.733734
