generation,best,mean,std
0,91.84704,11.513878,32.653315
1,91.772379,23.173134,36.00538
2,91.772379,65.108811,33.472793
3,91.772379,72.369562,31.194526
4,91.772379,85.143536,19.46349
5,91.772379,87.359007,19.346138
6,91.772379,83.700876,19.666621
7,91.772379,83.855005,22.703701
8,91.84704,84.597346,22.662847
9,91.84704,76.289303,32.225733
10,91.84704,85.615548,22.405113
