generation,best,mean
0,-8.297812,-83.956381,28.084648
1,-8.297812,-80.31349,27.644585
2,4.436465,-69.532246,30.253218
3,-26.607115,-58.717576,24.672544
4,16.69333,-45.693035,20.558934
5,-24.409739,-46.545613,17.806294
6,-25.029437,-44.210379,20.519917
7,-25.029437,-34.932466,15.492684
8,-25.029437,-32.479652,12.859037
9,-25.029437,-31.282629,14.34398
10,-26.607115,-26.607115,0.0
