generation,best,mean,std
0,91.84704,11.513878,32.653315
1,91.84704,56.986519,36.272358
2,91.84704,91.808216,0.037301
3,91.84704,91.84704,3e-06
4,92.53704,91.86084,0.0966
5,92.53704,91.92984,0.224223
6,92.53704,92.133547,0.337451
7,92.53704,92.53704,3e-06
8,92.572379,92.537746,0.004948
9,92.572379,92.540573,0.010602
10,92.572379,92.547641,0.016195
