generation,best,mean,std
0,57.16227,-0.106978,12.472013
1,57.16227,11.297084,16.99985
2,57.16227,35.50351,15.870257
3,57.16227,57.16227,2e-06
4,66.100103,57.874565,2.415517
5,66.100103,58.945715,3.563291
6,75.282972,65.378342,3.004316
7,75.282972,66.289201,1.284957
8,75.282972,66.484641,1.79622
9,75.282972,67.06464,2.739585
10,75.282972,68.53798,3.998087
