generation,best,mean,std
0,56.773463,1.925769,14.35191
1,86.211736,7.403799,21.122655
2,86.211736,14.130324,24.699858
3,86.211736,29.234091,25.673372
4,86.211736,42.778206,25.592213
5,86.211736,54.189271,17.720355
6,86.211736,59.974196,17.184033
7,86.211736,67.508712,17.815032
8,86.211736,74.961612,17.778702
9,86.211736,82.328369,16.54121
10,86.211736,81.205006,20.060984
