generation,best,mean,std
0,56.773463,1.925769,14.35191
1,48.188859,18.002976,10.283322
2,56.773463,27.096367,10.716377
3,74.851532,43.052726,12.595739
4,74.851532,56.366087,7.817383
5,74.855814,66.888819,8.966366
6,74.855814,74.852217,0.00157
7,86.011736,75.076877,1.562124
8,86.011736,75.748288,3.026526
9,86.011736,79.541301,5.5061
10,86.011736,85.565499,2.186105
