generation,best,mean,std
0,56.773463,1.925769,14.35191
1,48.188859,9.455509,15.874061
2,48.188859,14.814898,13.248959
3,48.188859,18.458166,8.443717
4,48.188859,20.970571,6.982402
5,56.773463,23.852106,8.98265
6,57.191858,26.584536,11.045646
7,66.206986,27.138869,14.739101
8,66.206986,28.231221,12.650777
9,66.206986,33.569218,13.082369
10,66.206986,39.433948,18.297173
