generation,best,mean
0,-20.0,-90.3,17.461672
1,-20.0,-83.8,21.576839
2,-20.0,-74.4,24.303086
3,-20.0,-62.4,24.212394
4,-20.0,-57.5,22.994565
5,-10.0,-52.8,24.741867
6,-10.0,-48.4,26.78507
7,-10.0,-42.7,24.974187
8,-10.0,-31.2,17.735839
9,0.0,-30.8,22.211709
10,0.0,-34.5,27.545417
11,0.0,-29.1,25.694163
12,0.0,-27.6,27.170572
13,0.0,-24.5,25.743931
14,0.0,-24.3,30.471462
15,0.0,-20.2,28.106227
