generation,best,mean,std
0,57.16227,-0.106978,12.472013
1,57.16227,15.232888,15.528905
2,57.231679,33.958181,12.067273
3,57.231679,52.868843,9.85442
4,57.231679,57.189531,0.031453
5,57.231679,57.231679,2e-06
6,57.231679,57.231679,2e-06
7,57.231679,57.231679,2e-06
8,57.231679,57.231679,2e-06
9,57.231679,57.231679,2e-06
10,75.747727,57.602,2.592247
