generation,best,mean,std
0,56.773463,1.925769,14.35191
1,56.773463,4.267061,15.339018
2,65.777424,13.843685,20.323605
3,65.777424,23.219984,19.601788
4,65.777424,29.935327,18.949838
5,65.777424,35.732141,20.340638
6,65.777424,49.319638,19.691589
7,65.777424,57.025464,15.093854
8,74.851532,63.270711,9.48401
9,74.851532,65.598747,2.204023
10,74.851532,65.239873,3.333429
