generation,best,mean,std
0,57.16227,-0.106978,12.472013
1,57.16227,3.612243,17.020132
2,21.752976,4.090769,12.347391
3,21.752976,6.234897,12.512223
4,21.752976,13.636923,11.579948
5,57.16227,18.312678,11.576941
6,48.21004,21.548236,5.226363
7,57.16227,24.406675,9.065677
8,57.16227,26.819084,13.752965
9,66.16227,28.268322,13.702423
10,66.16227,36.962603,16.519492
