generation,best,mean,std
0,57.16227,-0.106978,12.472013
1,57.16227,3.023451,13.527038
2,39.701683,8.099091,14.23643
3,39.701683,13.309872,13.082459
4,30.801503,15.370318,12.989474
5,30.801503,23.115015,10.507014
6,30.801503,24.795599,10.354041
7,66.21004,29.32553,6.997162
8,66.21004,27.43775,11.397433
9,66.21004,27.681056,11.813574
10,66.21004,30.33089,17.168249
