generation,best,mean,std
0,56.773463,1.925769,14.35191
1,21.174,2.475852,10.696104
2,21.174,8.218422,10.076136
3,30.174,12.777847,11.297484
4,56.879703,21.321402,9.621155
5,56.888533,26.591575,11.075087
6,56.888533,29.065327,9.200059
7,56.888533,32.09753,12.262325
8,65.746171,34.075036,10.838806
9,65.746171,42.438804,13.286909
10,65.746171,47.047915,15.746393
