generation,best,mean
0,-8.297812,-83.956381,28.084648
1,-13.885618,-86.816382,23.264789
2,-10.27974,-66.732879,31.204778
3,15.953675,-55.408144,31.772614
4,15.953675,-43.86181,28.276724
5,-13.885618,-28.051974,14.610806
6,14.650481,-26.178059,17.776
7,14.650481,-23.54989,19.150957
8,14.650481,-20.755167,19.119358
9,14.650481,-14.393169,19.673111
10,14.650481,-3.260186,14.166351
