generation,best,mean,std
0,57.16227,-0.106978,12.472013
1,21.752976,2.362012,9.326223
2,30.752976,13.0731,8.992838
3,57.16227,22.78028,5.175133
4,57.732142,25.450777,9.733073
5,57.732142,35.103284,14.265094
6,57.732142,52.907402,9.847056
7,57.732142,57.258664,0.206975
8,57.732142,57.467076,0.267874
9,57.732142,57.732142,1e-06
10,57.732142,57.732142,1e-06
