generation,best,mean,std
0,57.16227,-0.106978,12.472013
1,66.054579,-1.874724,10.873735
2,66.054579,8.657014,24.137481
3,66.054579,11.217483,20.503347
4,66.054579,16.087224,19.56375
5,66.276415,18.246698,21.502771
6,66.276415,23.555864,19.136019
7,66.276415,37.029075,22.211227
8,66.276415,46.590232,22.630884
9,66.276415,53.637269,22.090875
10,66.276415,64.179816,8.744911
