generation,best,mean,std
0,57.16227,-0.106978,12.472013
1,66.200907,8.966976,19.261406
2,66.200907,29.425502,17.244257
3,66.200907,58.275871,2.928212
4,66.200907,58.60679,3.069391
5,66.200907,61.454535,4.199439
6,66.225448,66.201398,0.003436
7,66.225448,66.20238,0.005828
8,66.225448,66.209742,0.01178
9,66.225448,66.225448,1e-06
10,66.225448,66.225448,1e-06
