generation,best,mean,std
0,57.16227,-0.106978,12.472013
1,57.16227,13.799919,19.760655
2,57.16227,38.716566,16.701284
3,57.16227,57.16227,2e-06
4,59.092245,57.202828,0.270265
5,66.133532,57.422811,1.300448
6,59.092245,57.30895,0.458552
7,94.023266,58.244159,5.152329
8,94.023266,65.311804,14.371949
9,94.023266,81.769499,16.48696
10,94.023266,94.023266,1e-06
