generation,best,mean
0,-8.297812,-83.956381,28.084648
1,-8.297812,-70.325803,28.8532
2,-8.297812,-64.883628,27.998059
3,15.015958,-57.77217,31.00867
4,-8.297812,-51.157846,27.728731
5,18.326879,-46.022585,28.029704
6,18.326879,-38.196909,28.359656
7,19.077621,-27.175568,27.064951
8,18.326879,-17.063362,29.321501
9,18.790826,1.296486,26.607189
10,19.775924,10.143088,20.576592
