generation,best,mean
0,-20.0,-90.3,17.461672
1,-30.0,-81.4,22.000909
2,-30.0,-72.5,22.152878
3,-30.0,-63.3,23.793066
4,0.0,-55.8,25.146769
5,0.0,-48.7,23.351874
6,-20.0,-48.1,24.23613
7,-20.0,-40.9,20.253148
8,-20.0,-37.9,20.263021
9,-20.0,-36.3,21.524637
10,0.0,-37.3,26.565203
11,0.0,-39.7,30.412333
12,0.0,-36.1,28.138763
13,0.0,-30.8,25.126878
14,0.0,-35.1,32.817526
15,0.0,-25.3,24.716594
