generation,best,mean,std
0,91.84704,11.513878,32.653315
1,91.84704,56.566533,32.820108
2,91.84704,91.80075,0.03624
3,92.770654,91.862526,0.130554
4,92.770654,91.960381,0.299726
5,92.770654,92.036777,0.367751
6,92.770654,92.517056,0.407324
7,92.770654,92.770654,2e-06
8,92.770654,92.770654,2e-06
9,92.770654,92.770654,2e-06
10,92.770654,92.770654,2e-06
