generation,best,mean,std
0,91.84704,11.513878,32.653315
1,91.84704,57.45733,32.32055
2,92.667281,91.806349,0.127264
3,92.667281,91.855292,0.170052
4,92.667281,91.973472,0.280254
5,92.667281,92.240009,0.394355
6,92.667281,92.667281,4e-06
7,92.667281,92.667281,4e-06
8,92.667281,92.667281,4e-06
9,92.727,92.668476,0.008361
10,92.727,92.675642,0.020722
