generation,best,mean,std
0,56.773463,1.925769,14.35191
1,56.773463,10.730413,13.527225
2,56.773463,26.511989,11.669872
3,65.783394,41.47181,16.025902
4,83.866602,57.855922,4.287164
5,83.866602,62.909595,9.10869
6,83.866602,75.186698,9.033104
7,83.866602,83.866602,3e-06
8,83.866602,83.866602,3e-06
9,83.866602,83.866602,3e-06
10,83.866602,83.866602,3e-06
