generation,best,mean,std
0,57.16227,-0.106978,12.472013
1,66.054579,3.247809,12.762674
2,66.054579,15.71423,15.333678
3,66.054579,27.951097,15.373744
4,66.054579,41.069794,21.60645
5,66.054579,66.054579,2e-06
6,66.16227,66.05748,0.015856
7,66.231679,66.069063,0.035786
8,75.091917,66.453896,1.763842
9,75.091917,67.924894,3.582259
10,75.091917,71.90035,4.255449
